interview__key	interview__id	date	time	action	originator	role	responsible__name	responsible__role
19-45-83-93	b894ddc55eaf494989e97b5e7c326212	2023-10-18	19:15:54	17	Pakinyi	2	Pakinyi	2
19-45-83-93	b894ddc55eaf494989e97b5e7c326212	2023-10-18	19:26:53	5	Pakinyi	2	any headquarters	3
19-45-83-93	b894ddc55eaf494989e97b5e7c326212	2023-10-18	19:26:53	18	Pakinyi	2	Pakinyi	2
19-45-83-93	b894ddc55eaf494989e97b5e7c326212	2023-10-19	08:19:04	6	asangare	3		
72-31-54-47	ba335793b5de435a8aa1fc7b391c7293	2023-10-18	13:52:40	12	Edaria	1	Edaria	1
72-31-54-47	ba335793b5de435a8aa1fc7b391c7293	2023-10-18	13:52:40	0	Edaria	1	Pakinyi	2
72-31-54-47	ba335793b5de435a8aa1fc7b391c7293	2023-10-18	13:52:42	20	Edaria	1	Edaria	1
72-31-54-47	ba335793b5de435a8aa1fc7b391c7293	2023-10-18	13:52:40	1	Edaria	1	Edaria	1
72-31-54-47	ba335793b5de435a8aa1fc7b391c7293	2023-10-18	13:53:07	16	Edaria	1	Edaria	1
72-31-54-47	ba335793b5de435a8aa1fc7b391c7293	2023-10-18	14:29:28	16	Edaria	1	Edaria	1
72-31-54-47	ba335793b5de435a8aa1fc7b391c7293	2023-10-18	14:31:30	3	Edaria	1	Pakinyi	2
72-31-54-47	ba335793b5de435a8aa1fc7b391c7293	2023-10-18	14:31:37	4	Edaria	1	Edaria	1
72-31-54-47	ba335793b5de435a8aa1fc7b391c7293	2023-10-18	14:35:26	3	Edaria	1	Pakinyi	2
72-31-54-47	ba335793b5de435a8aa1fc7b391c7293	2023-10-18	16:15:34	17	Pakinyi	2	Pakinyi	2
72-31-54-47	ba335793b5de435a8aa1fc7b391c7293	2023-10-18	16:18:25	5	Pakinyi	2	any headquarters	3
72-31-54-47	ba335793b5de435a8aa1fc7b391c7293	2023-10-18	16:18:25	18	Pakinyi	2	Pakinyi	2
72-31-54-47	ba335793b5de435a8aa1fc7b391c7293	2023-10-19	12:27:34	6	asangare	3		
07-28-88-48	bff09f5f87df431aab84899894072cf3	2023-10-18	06:26:05	12	Edaria	1	Edaria	1
07-28-88-48	bff09f5f87df431aab84899894072cf3	2023-10-18	06:26:05	0	Edaria	1	Pakinyi	2
07-28-88-48	bff09f5f87df431aab84899894072cf3	2023-10-18	06:26:08	20	Edaria	1	Edaria	1
07-28-88-48	bff09f5f87df431aab84899894072cf3	2023-10-18	06:26:05	1	Edaria	1	Edaria	1
07-28-88-48	bff09f5f87df431aab84899894072cf3	2023-10-18	06:26:37	16	Edaria	1	Edaria	1
07-28-88-48	bff09f5f87df431aab84899894072cf3	2023-10-18	06:47:32	16	Edaria	1	Edaria	1
07-28-88-48	bff09f5f87df431aab84899894072cf3	2023-10-18	06:48:02	16	Edaria	1	Edaria	1
07-28-88-48	bff09f5f87df431aab84899894072cf3	2023-10-18	06:51:24	16	Edaria	1	Edaria	1
07-28-88-48	bff09f5f87df431aab84899894072cf3	2023-10-18	06:52:04	16	Edaria	1	Edaria	1
07-28-88-48	bff09f5f87df431aab84899894072cf3	2023-10-18	07:33:50	3	Edaria	1	Pakinyi	2
07-28-88-48	bff09f5f87df431aab84899894072cf3	2023-10-18	08:26:21	4	Edaria	1	Edaria	1
07-28-88-48	bff09f5f87df431aab84899894072cf3	2023-10-18	08:27:03	16	Edaria	1	Edaria	1
07-28-88-48	bff09f5f87df431aab84899894072cf3	2023-10-18	08:30:43	3	Edaria	1	Pakinyi	2
07-28-88-48	bff09f5f87df431aab84899894072cf3	2023-10-18	09:35:39	4	Edaria	1	Edaria	1
07-28-88-48	bff09f5f87df431aab84899894072cf3	2023-10-18	09:36:14	3	Edaria	1	Pakinyi	2
07-28-88-48	bff09f5f87df431aab84899894072cf3	2023-10-18	09:38:18	4	Edaria	1	Edaria	1
07-28-88-48	bff09f5f87df431aab84899894072cf3	2023-10-18	09:40:20	3	Edaria	1	Pakinyi	2
07-28-88-48	bff09f5f87df431aab84899894072cf3	2023-10-18	16:44:35	17	Pakinyi	2	Pakinyi	2
07-28-88-48	bff09f5f87df431aab84899894072cf3	2023-10-18	17:06:03	18	Pakinyi	2	Pakinyi	2
07-28-88-48	bff09f5f87df431aab84899894072cf3	2023-10-18	17:23:46	17	Pakinyi	2	Pakinyi	2
07-28-88-48	bff09f5f87df431aab84899894072cf3	2023-10-18	17:29:42	5	Pakinyi	2	any headquarters	3
07-28-88-48	bff09f5f87df431aab84899894072cf3	2023-10-18	17:29:42	18	Pakinyi	2	Pakinyi	2
07-28-88-48	bff09f5f87df431aab84899894072cf3	2023-10-19	12:18:01	6	asangare	3		
85-46-48-56	d643cc49e9d84d0a804f00f65130a67f	2023-10-18	15:35:57	12	Leaching	1	Leaching	1
85-46-48-56	d643cc49e9d84d0a804f00f65130a67f	2023-10-18	15:35:57	0	Leaching	1	Pakinyi	2
85-46-48-56	d643cc49e9d84d0a804f00f65130a67f	2023-10-18	15:35:59	20	Leaching	1	Leaching	1
85-46-48-56	d643cc49e9d84d0a804f00f65130a67f	2023-10-18	15:35:57	1	Leaching	1	Leaching	1
85-46-48-56	d643cc49e9d84d0a804f00f65130a67f	2023-10-18	16:11:39	3	Leaching	1	Pakinyi	2
85-46-48-56	d643cc49e9d84d0a804f00f65130a67f	2023-10-18	17:41:54	17	Pakinyi	2	Pakinyi	2
85-46-48-56	d643cc49e9d84d0a804f00f65130a67f	2023-10-18	17:44:44	7	Pakinyi	2	Leaching	1
85-46-48-56	d643cc49e9d84d0a804f00f65130a67f	2023-10-18	17:44:46	18	Pakinyi	2	Pakinyi	2
85-46-48-56	d643cc49e9d84d0a804f00f65130a67f	2023-10-19	03:46:52	3	Leaching	1	Pakinyi	2
85-46-48-56	d643cc49e9d84d0a804f00f65130a67f	2023-10-19	03:56:37	17	Pakinyi	2	Pakinyi	2
85-46-48-56	d643cc49e9d84d0a804f00f65130a67f	2023-10-19	04:03:59	5	Pakinyi	2	any headquarters	3
85-46-48-56	d643cc49e9d84d0a804f00f65130a67f	2023-10-19	04:03:59	18	Pakinyi	2	Pakinyi	2
85-46-48-56	d643cc49e9d84d0a804f00f65130a67f	2023-10-19	08:39:42	6	asangare	3		
42-35-09-38	da0bf2a583e8434aa6af671cff6b05a7	2023-10-18	13:00:29	12	Edaria	1	Edaria	1
42-35-09-38	da0bf2a583e8434aa6af671cff6b05a7	2023-10-18	13:00:29	0	Edaria	1	Pakinyi	2
42-35-09-38	da0bf2a583e8434aa6af671cff6b05a7	2023-10-18	13:00:29	20	Edaria	1	Edaria	1
42-35-09-38	da0bf2a583e8434aa6af671cff6b05a7	2023-10-18	13:00:29	1	Edaria	1	Edaria	1
42-35-09-38	da0bf2a583e8434aa6af671cff6b05a7	2023-10-18	13:01:07	16	Edaria	1	Edaria	1
42-35-09-38	da0bf2a583e8434aa6af671cff6b05a7	2023-10-18	13:33:46	16	Edaria	1	Edaria	1
42-35-09-38	da0bf2a583e8434aa6af671cff6b05a7	2023-10-18	13:37:15	3	Edaria	1	Pakinyi	2
42-35-09-38	da0bf2a583e8434aa6af671cff6b05a7	2023-10-18	14:36:47	4	Edaria	1	Edaria	1
42-35-09-38	da0bf2a583e8434aa6af671cff6b05a7	2023-10-18	14:37:28	3	Edaria	1	Pakinyi	2
42-35-09-38	da0bf2a583e8434aa6af671cff6b05a7	2023-10-18	16:02:43	17	Pakinyi	2	Pakinyi	2
42-35-09-38	da0bf2a583e8434aa6af671cff6b05a7	2023-10-18	16:14:44	7	Pakinyi	2	Edaria	1
42-35-09-38	da0bf2a583e8434aa6af671cff6b05a7	2023-10-18	16:14:44	18	Pakinyi	2	Pakinyi	2
42-35-09-38	da0bf2a583e8434aa6af671cff6b05a7	2023-10-18	16:36:18	3	Edaria	1	Pakinyi	2
42-35-09-38	da0bf2a583e8434aa6af671cff6b05a7	2023-10-18	16:43:32	17	Pakinyi	2	Pakinyi	2
42-35-09-38	da0bf2a583e8434aa6af671cff6b05a7	2023-10-18	16:44:13	5	Pakinyi	2	any headquarters	3
42-35-09-38	da0bf2a583e8434aa6af671cff6b05a7	2023-10-18	16:44:13	18	Pakinyi	2	Pakinyi	2
42-35-09-38	da0bf2a583e8434aa6af671cff6b05a7	2023-10-19	07:46:46	6	asangare	3		
03-18-61-96	de9e7409c32148da8985c334b952b0c6	2023-10-18	09:12:54	12	Lkeribu	1	Lkeribu	1
03-18-61-96	de9e7409c32148da8985c334b952b0c6	2023-10-18	09:12:54	0	Lkeribu	1	Pakinyi	2
03-18-61-96	de9e7409c32148da8985c334b952b0c6	2023-10-18	09:12:55	20	Lkeribu	1	Lkeribu	1
03-18-61-96	de9e7409c32148da8985c334b952b0c6	2023-10-18	09:12:54	1	Lkeribu	1	Lkeribu	1
03-18-61-96	de9e7409c32148da8985c334b952b0c6	2023-10-18	09:15:25	16	Lkeribu	1	Lkeribu	1
03-18-61-96	de9e7409c32148da8985c334b952b0c6	2023-10-18	09:42:28	16	Lkeribu	1	Lkeribu	1
03-18-61-96	de9e7409c32148da8985c334b952b0c6	2023-10-18	09:42:45	16	Lkeribu	1	Lkeribu	1
03-18-61-96	de9e7409c32148da8985c334b952b0c6	2023-10-18	09:56:32	16	Lkeribu	1	Lkeribu	1
03-18-61-96	de9e7409c32148da8985c334b952b0c6	2023-10-18	10:01:11	3	Lkeribu	1	Pakinyi	2
03-18-61-96	de9e7409c32148da8985c334b952b0c6	2023-10-18	10:28:08	17	Pakinyi	2	Pakinyi	2
03-18-61-96	de9e7409c32148da8985c334b952b0c6	2023-10-18	10:36:58	18	Pakinyi	2	Pakinyi	2
03-18-61-96	de9e7409c32148da8985c334b952b0c6	2023-10-18	10:37:02	17	Pakinyi	2	Pakinyi	2
03-18-61-96	de9e7409c32148da8985c334b952b0c6	2023-10-18	10:43:09	18	Pakinyi	2	Pakinyi	2
03-18-61-96	de9e7409c32148da8985c334b952b0c6	2023-10-18	10:58:12	17	Pakinyi	2	Pakinyi	2
03-18-61-96	de9e7409c32148da8985c334b952b0c6	2023-10-18	11:03:32	7	Pakinyi	2	Lkeribu	1
03-18-61-96	de9e7409c32148da8985c334b952b0c6	2023-10-18	11:03:34	18	Pakinyi	2	Pakinyi	2
03-18-61-96	de9e7409c32148da8985c334b952b0c6	2023-10-19	03:16:46	3	Lkeribu	1	Pakinyi	2
03-18-61-96	de9e7409c32148da8985c334b952b0c6	2023-10-19	04:33:58	17	Pakinyi	2	Pakinyi	2
03-18-61-96	de9e7409c32148da8985c334b952b0c6	2023-10-19	04:34:25	5	Pakinyi	2	any headquarters	3
03-18-61-96	de9e7409c32148da8985c334b952b0c6	2023-10-19	04:34:25	18	Pakinyi	2	Pakinyi	2
03-18-61-96	de9e7409c32148da8985c334b952b0c6	2023-10-19	07:24:01	6	asangare	3		
58-75-36-83	e208346319544fb39733cbf46dd8729b	2023-10-18	10:06:59	12	Vjoy	1	Vjoy	1
58-75-36-83	e208346319544fb39733cbf46dd8729b	2023-10-18	10:06:59	0	Vjoy	1	Pakinyi	2
58-75-36-83	e208346319544fb39733cbf46dd8729b	2023-10-18	10:06:59	20	Vjoy	1	Vjoy	1
58-75-36-83	e208346319544fb39733cbf46dd8729b	2023-10-18	10:06:59	1	Vjoy	1	Vjoy	1
58-75-36-83	e208346319544fb39733cbf46dd8729b	2023-10-18	10:31:35	16	Vjoy	1	Vjoy	1
58-75-36-83	e208346319544fb39733cbf46dd8729b	2023-10-18	10:46:52	16	Vjoy	1	Vjoy	1
58-75-36-83	e208346319544fb39733cbf46dd8729b	2023-10-18	10:47:57	3	Vjoy	1	Pakinyi	2
58-75-36-83	e208346319544fb39733cbf46dd8729b	2023-10-19	02:38:23	17	Pakinyi	2	Pakinyi	2
58-75-36-83	e208346319544fb39733cbf46dd8729b	2023-10-19	02:39:44	5	Pakinyi	2	any headquarters	3
58-75-36-83	e208346319544fb39733cbf46dd8729b	2023-10-19	02:39:44	18	Pakinyi	2	Pakinyi	2
58-75-36-83	e208346319544fb39733cbf46dd8729b	2023-10-19	08:42:24	6	asangare	3		
75-46-44-52	fe981a2d42964247b5f625bf0e9d3f4d	2023-10-18	06:58:09	12	Vjoy	1	Vjoy	1
75-46-44-52	fe981a2d42964247b5f625bf0e9d3f4d	2023-10-18	06:58:09	0	Vjoy	1	Pakinyi	2
75-46-44-52	fe981a2d42964247b5f625bf0e9d3f4d	2023-10-18	06:58:09	20	Vjoy	1	Vjoy	1
75-46-44-52	fe981a2d42964247b5f625bf0e9d3f4d	2023-10-18	06:58:09	1	Vjoy	1	Vjoy	1
75-46-44-52	fe981a2d42964247b5f625bf0e9d3f4d	2023-10-18	07:26:42	3	Vjoy	1	Pakinyi	2
75-46-44-52	fe981a2d42964247b5f625bf0e9d3f4d	2023-10-18	08:11:12	4	Vjoy	1	Vjoy	1
75-46-44-52	fe981a2d42964247b5f625bf0e9d3f4d	2023-10-18	08:11:38	3	Vjoy	1	Pakinyi	2
75-46-44-52	fe981a2d42964247b5f625bf0e9d3f4d	2023-10-18	08:13:00	4	Vjoy	1	Vjoy	1
75-46-44-52	fe981a2d42964247b5f625bf0e9d3f4d	2023-10-18	08:13:17	3	Vjoy	1	Pakinyi	2
75-46-44-52	fe981a2d42964247b5f625bf0e9d3f4d	2023-10-19	03:06:45	17	Pakinyi	2	Pakinyi	2
75-46-44-52	fe981a2d42964247b5f625bf0e9d3f4d	2023-10-19	03:09:54	5	Pakinyi	2	any headquarters	3
75-46-44-52	fe981a2d42964247b5f625bf0e9d3f4d	2023-10-19	03:09:54	18	Pakinyi	2	Pakinyi	2
75-46-44-52	fe981a2d42964247b5f625bf0e9d3f4d	2023-10-19	08:52:14	6	asangare	3		
